Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Equip,Charge Time,Draw Time,Accuracy,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15
Extraordinary Rendition,1097616550,"""6917529344218896038""",,Legendary,Submachine Gun,battlegrounds,Kinetic,Kinetic,1300,,Range,2,Vault,true,false,4,13,,97,34,22,63,0,0,10,750,30,28,55,0,0,0,,Aggressive Frame*,Corkscrew Rifling,Full Bore*,Extended Mag,Alloy Magazine*,Overflow*,One for All*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Deafening Whisper,981718087,"""6917529211397873302""",,Legendary,Grenade Launcher,wrathborn,Energy,Void,1320,,Reload Speed,10,Vault,true,false,4,12,,81,63,0,0,55,81,49,72,91,1,75,0,0,0,,Wave Frame*,Volatile Launch,Linear Compensator*,High-Velocity Rounds*,Implosion Rounds,Lead from Gold*,Auto-Loading Holster*,Jacarina*,Major Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
THE SWARM (Adept),3836861464,"""6917529342882679042""",,Legendary,Machine Gun,nightfall,Power,Arc,1320,,"Range, Stability, Handling, Reload Speed, Blast Radius, Velocity, Accuracy",10,Vault,true,false,4,13,,79,39,70,95,0,0,47,360,47,47,49,0,0,0,,High-Impact Frame*,Corkscrew Rifling*,Full Bore,Accurized Rounds*,Tactical Mag,Surplus*,Dragonfly*,Crimson Valor*,Dragonfly Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Interference VI,2257180473,"""6917529196548656094""",,Legendary,Grenade Launcher,legendaryengram,Power,Arc,1260,,Reload Speed,10,Vault,true,false,3,10,,66,61,0,0,30,45,53,120,55,6,60,0,0,0,,Adaptive Frame*,Countermass,Quick Launch*,Spike Grenades*,Alloy Casing,Clown Cartridge*,Full Court*,Jacarina*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Imperial Needle,3460122497,"""6917529298345288575""",,Legendary,Combat Bow,battlegrounds,Energy,Void,1310,,"Draw Time, Charge Time",10,Vault,true,false,4,13,,52,80,68,0,0,0,43,0,64,0,71,0,540,63,,Lightweight Frame*,Flexible String,Polymer String*,Carbon Arrow Shaft,Fiberglass Arrow Shaft*,Impulse Amplifier*,Frenzy*,Seven Sisters*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Crown-Splitter,2782325302,"""6917529418157454535""",,Legendary,Sword,legendaryengram,Power,Void,1310,,Impact,2,Vault,true,false,4,14,,0,0,77,0,0,0,0,0,0,42,0,0,0,0,,Aggressive Frame*,Enduring Blade,Honed Edge,Jagged Edge*,Heavy Guard*,Relentless Strikes*,Surrounded*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Found Verdict,3197270240,"""6917529363033253717""",,Legendary,Shotgun,vog,Energy,Arc,1310,,Handling,1,Vault,true,false,4,14,,75,37,80,42,0,0,39,55,51,5,50,0,0,0,,Aggressive Frame*,Smoothbore,Corkscrew Rifling*,Tactical Mag*,Extended Mag,Slideshot*,Opening Shot*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Thermal Erosion,1766088024,"""6917529209299670159""",,Legendary,Machine Gun,campaign,Power,Solar,1250,,Stability,10,Vault,true,false,4,12,,50,66,25,44,0,0,53,900,70,65,39,0,0,0,,Rapid-Fire Frame*,Chambered Compensator,Smallbore*,Extended Mag,Light Mag*,Field Prep*,Dragonfly*,Jacarina*,Dragonfly Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Mindbender's Ambition,4117693024,"""6917529206068899429""",,Legendary,Shotgun,nightfall,Energy,Solar,1100,1060,Reload Speed,2,Vault,true,false,2,4,,69,39,80,45,0,0,41,55,56,6,24,0,0,0,,Aggressive Frame*,Rifled Barrel*,Smallbore,Barrel Shroud,Tactical Mag*,Steady Rounds,Threat Detector*,Quickdraw*,Vanguard Veteran*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
"First In, Last Out",3616586446,"""6917529203113973629""",,Legendary,Shotgun,contact,Energy,Arc,1100,,Stability,10,Vault,true,false,3,11,,68,27,70,71,0,0,68,70,50,6,55,0,0,0,,Precision Frame*,Arrowhead Brake,Extended Barrel*,Assault Mag*,Appended Mag,Hip-Fire Grip*,Demolitionist,Opening Shot*,Bloody Tooth*,Icarus Grip*,Masterwork*,Tracker Disabled,Kill Tracker,Crucible Tracker*,,
Bottom Dollar,1046651176,"""6917529348002919116""",,Legendary,Hand Cannon,drifter,Energy,Void,1300,,Handling,1,Vault,true,false,4,13,,85,66,92,78,0,0,31,120,42,10,34,0,0,0,,Aggressive Frame*,Full Bore*,Hammer-Forged Rifling,Appended Mag,Tactical Mag*,Feeding Frenzy*,Opening Shot*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Xenoclast IV,2891672170,"""6917529210912263160""",,Legendary,Shotgun,strikes,Energy,Arc,1250,,Reload Speed,4,Vault,true,false,4,12,,57,44,65,64,0,0,44,80,62,6,74,0,0,0,,Lightweight Frame*,Corkscrew Rifling*,Full Choke,Extended Mag,Accurized Rounds*,Grave Robber*,One-Two Punch*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Shayura's Wrath,3682803680,"""6917529356353999880""",,Legendary,Submachine Gun,trials,Energy,Void,1312,,Range,1,Vault,true,false,4,14,,95,60,25,86,0,0,41,600,32,27,30,0,0,0,,Precision Frame*,Extended Barrel,Full Bore*,Accurized Rounds*,Extended Mag,Tunnel Vision*,Snapshot Sights*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Shining Sphere,136525518,"""6917529204820305082""",,Legendary,Rocket Launcher,ironbanner,Power,Arc,1100,,Reload Speed,1,Vault,true,false,3,11,,60,58,0,0,82,50,54,20,46,1,41,0,0,0,,Adaptive Frame*,Volatile Launch*,Smart Drift Control,High-Velocity Rounds,Impact Casing*,Auto-Loading Holster*,Tracking Module*,Iron Vendetta*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Seventh Seraph SI-2,3937866388,"""6917529336615065541""",,Legendary,Sidearm,rasputin,Energy,Void,1300,,Reload Speed,10,Vault,true,false,3,10,,100,68,43,32,0,0,47,360,70,15,60,0,0,0,,Lightweight Frame*,Extended Barrel*,Fluted Barrel,Appended Mag,Tactical Mag*,Demolitionist*,Vorpal Weapon*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,,
Subzero Salvo,42351395,"""6917529211397877647""",,Legendary,Rocket Launcher,europa,Power,Arc,1252,,Velocity,1,Vault,true,false,4,12,,79,61,0,0,68,59,59,15,31,1,47,0,0,0,,Precision Frame*,Linear Compensator*,Quick Launch,Alloy Casing,Impact Casing*,Surplus*,Cluster Bomb*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Truthteller,1946491241,"""6917529402136637360""",,Legendary,Grenade Launcher,legendaryengram,Energy,Void,1310,,Reload Speed,2,Vault,true,false,3,11,,85,79,0,0,55,81,44,90,76,1,81,0,0,0,,Lightweight Frame*,Volatile Launch,Smart Drift Control*,Proximity Grenades,Spike Grenades*,Auto-Loading Holster*,Demolitionist*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
The Messenger,3658188704,"""6917529340385830680""",,Legendary,Pulse Rifle,trials,Kinetic,Kinetic,1300,,Reload Speed,2,Vault,true,false,4,13,,60,37,33,74,0,0,77,340,46,31,38,0,0,0,,High-Impact Frame*,Chambered Compensator,Polygonal Rifling*,Extended Mag,Ricochet Rounds*,Rapid Hit*,One for All*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
The Messenger,3658188704,"""6917529402239292826""",,Legendary,Pulse Rifle,trials,Kinetic,Kinetic,1310,,Stability,10,Vault,true,false,4,13,,60,37,33,87,0,0,59,340,53,31,33,0,0,0,,High-Impact Frame*,Fluted Barrel,Full Bore*,Armor-Piercing Rounds,Light Mag*,Rapid Hit*,Desperado*,Biolume*,Icarus Grip*,Masterwork*,Tracker Disabled,Kill Tracker,Crucible Tracker*,,,
Praedyth's Revenge,3653573172,"""6917529365222332327""",,Legendary,Sniper Rifle,vog,Kinetic,Kinetic,1310,,Handling,4,Vault,true,false,4,14,,65,78,55,50,0,0,50,140,76,7,68,0,0,0,,Rapid-Fire Frame*,Extended Barrel*,Smallbore,Tactical Mag*,Alloy Magazine,Rewind Rounds*,Firefly*,Boss Spec*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Igneous Hammer,2351180975,"""6917529348136063342""",,Legendary,Hand Cannon,trials,Energy,Solar,1300,,Reload Speed,3,Vault,true,false,4,13,,95,69,92,86,0,0,42,120,40,9,39,0,0,0,,Aggressive Frame*,Arrowhead Brake,Full Bore*,Alloy Magazine,Ricochet Rounds*,Quickdraw*,Snapshot Sights*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Chattering Bone,568515759,"""6917529200319710411""",,Legendary,Pulse Rifle,lastwish,Kinetic,Kinetic,1100,,Range,10,Vault,true,false,3,11,,72,71,27,58,0,0,61,450,76,33,78,0,0,0,,Lightweight Frame*,Corkscrew Rifling*,Light Mag*,Kill Clip*,High-Impact Reserves*,Dreaming Spectrum*,Counterbalance Stock*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,,,
Vouchsafe,3242168339,"""6917529393243720358""",,Legendary,Scout Rifle,dreaming,Energy,Void,1320,,Range,10,Vault,true,false,4,13,,57,73,60,58,0,0,39,200,42,19,58,0,0,0,,Lightweight Frame*,Arrowhead Brake,Extended Barrel*,Extended Mag*,Flared Magwell,Rapid Hit*,Vorpal Weapon*,Crimson Valor*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Tractor Cannon,3580904581,"""6917529093722064747""",,Exotic,Shotgun,,Power,Void,1310,,"Magazine, Inventory Size",10,Vault,true,false,1,1,,70,90,65,28,0,0,96,80,24,7,42,0,0,0,,Repulsor Force*,Extended Barrel*,Particle Repeater*,The Scientific Method*,Composite Stock*,Abyssal Scream*,Tractor Cannon Catalyst*,,,,,,,,,
Extraordinary Rendition,1097616550,"""6917529335284032722""",,Legendary,Submachine Gun,battlegrounds,Kinetic,Kinetic,1310,,Stability,10,Vault,true,false,4,13,,97,34,22,48,0,0,40,750,39,29,60,0,0,0,,Aggressive Frame*,Arrowhead Brake,Polygonal Rifling*,Tactical Mag*,Steady Rounds,Overflow*,Frenzy*,Bloody Tooth*,Minor Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Trustee,1392919471,"""6917529341965463286""",,Legendary,Scout Rifle,deepstonecrypt,Energy,Solar,1310,,Handling,3,Vault,true,false,4,12,,59,67,45,55,0,0,40,260,20,20,35,0,0,0,,Rapid-Fire Frame*,Full Bore*,Hammer-Forged Rifling,Extended Mag*,Steady Rounds,Reconstruction*,High-Impact Reserves*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Succession,2990047042,"""6917529378733124283""",,Legendary,Sniper Rifle,deepstonecrypt,Kinetic,Kinetic,1310,,Range,3,Vault,true,false,4,12,,80,48,90,95,0,0,26,72,50,3,32,0,0,0,,Aggressive Frame*,Chambered Compensator,Full Bore*,Tactical Mag*,Alloy Magazine,Lead from Gold*,Vorpal Weapon*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Waking Vigil,334171687,"""6917529382005632803""",,Legendary,Hand Cannon,dreaming,Energy,Arc,1310,,Handling,1,Vault,true,false,4,13,,98,90,84,51,0,0,35,140,60,12,59,0,0,0,,Adaptive Frame*,Crossfire HCS,Sureshot HCS*,Extended Mag,Armor-Piercing Rounds*,Surplus*,Kill Clip*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Dire Promise,2742838701,"""6917529382084162737""",,Legendary,Hand Cannon,legendaryengram,Kinetic,Kinetic,1300,,Range,5,Vault,true,false,3,10,,84,92,84,60,0,0,45,140,54,11,57,0,0,0,,Adaptive Frame*,Fastdraw HCS,Crossfire HCS*,High-Caliber Rounds*,Flared Magwell,Overflow*,Swashbuckler*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Truthteller,1946491241,"""6917529393192023854""",,Legendary,Grenade Launcher,legendaryengram,Energy,Void,1100,,,,Vault,true,false,3,11,,70,79,0,0,5,68,40,90,74,1,72,0,0,0,,Lightweight Frame*,Confined Launch*,Quick Launch,Blinding Grenades*,High-Velocity Rounds,Auto-Loading Holster*,Disruption Break*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Empty Vessel,4255586669,"""6917529367175706920""",,Legendary,Grenade Launcher,strikes,Energy,Solar,1310,,Velocity,4,Vault,true,false,4,14,,76,73,0,0,5,92,23,90,68,1,68,0,0,0,,Lightweight Frame*,Hard Launch*,Smart Drift Control,Blinding Grenades*,Implosion Rounds,Threat Detector*,Danger Zone*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Borrowed Time,875848769,"""6917529351772371251""",,Legendary,Submachine Gun,drifter,Energy,Solar,1308,,Reload Speed,4,Vault,true,false,4,14,,100,38,22,48,0,0,35,750,33,26,66,0,0,0,,Aggressive Frame*,Arrowhead Brake*,Fluted Barrel,Ricochet Rounds*,Light Mag,Overflow*,Tap the Trigger*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
False Promises,3143732432,"""6917529351509064945""",,Legendary,Auto Rifle,contact,Kinetic,Kinetic,1309,,Reload Speed,1,Vault,false,false,3,11,,86,52,33,93,0,0,16,360,45,32,37,0,0,0,,High-Impact Frame*,Full Bore*,Smallbore,Armor-Piercing Rounds*,Flared Magwell,Overflow*,Swashbuckler*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Waking Vigil,334171687,"""6917529393300764684""",,Legendary,Hand Cannon,dreaming,Energy,Arc,1310,,Reload Speed,1,Vault,false,false,4,13,,98,90,84,38,0,0,53,140,61,14,76,0,0,0,,Adaptive Frame*,SteadyHand HCS*,Sureshot HCS,Appended Mag*,High-Caliber Rounds,Rapid Hit*,Opening Shot*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Vision of Confluence,3186018373,"""6917529364939044562""",,Legendary,Scout Rifle,vog,Energy,Solar,1320,,Stability,1,Vault,true,false,4,14,,75,65,62,60,0,0,49,180,52,18,50,0,0,0,,Precision Frame*,Fluted Barrel,Hammer-Forged Rifling*,Alloy Magazine,Appended Mag*,Wellspring*,Firefly*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Fatebringer,2171478765,"""6917529398176461591""",,Legendary,Hand Cannon,vog,Kinetic,Kinetic,1310,,Reload Speed,2,Vault,false,false,4,14,,100,84,84,60,0,0,70,140,53,11,55,0,0,0,,Adaptive Frame*,Chambered Compensator*,Extended Barrel,Accurized Rounds*,Tactical Mag,Rewind Rounds*,Firefly*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
The Guiding Sight,1641430382,"""6917529362071816183""",,Legendary,Scout Rifle,ironbanner,Kinetic,Kinetic,1310,,Reload Speed,2,Vault,true,false,4,12,,75,30,67,84,0,0,32,150,44,13,24,0,0,0,,High-Impact Frame*,Rifle Scope ST*,Hitmark IS,Appended Mag,Armor-Piercing Rounds*,Slideshot*,One for All*,Bloody Tooth*,Boss Spec*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Vision of Confluence,3186018373,"""6917529394902535932""",,Legendary,Scout Rifle,vog,Energy,Solar,1320,,Reload Speed,1,Vault,true,false,4,14,,85,65,62,65,0,0,48,180,53,16,42,0,0,0,,Precision Frame*,Arrowhead Brake,Extended Barrel*,Alloy Magazine,High-Caliber Rounds*,Rewind Rounds*,Firefly*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Felwinter's Lie,1179141605,"""6917529266778020923""",,Legendary,Shotgun,rasputin,Energy,Solar,1310,,Range,10,Vault,true,false,3,10,,62,33,80,47,0,0,27,55,41,4,33,0,0,0,,Shot Package*,Full Choke*,Accurized Rounds*,Slideshot,Surplus*,Opening Shot*,Vorpal Weapon,Monochromatic*,Icarus Grip*,Masterwork*,Blissful Ignorance*,Tracker Disabled,Kill Tracker,Crucible Tracker*,,
Toil and Trouble,2957367743,"""6917529369458417534""",,Legendary,Shotgun,strikes,Kinetic,Kinetic,1100,,Range,1,Vault,false,false,3,11,,59,30,80,36,0,0,41,55,42,6,42,0,0,0,,Aggressive Frame*,Corkscrew Rifling*,Full Choke,Appended Mag*,Tactical Mag,Slideshot*,Snapshot Sights*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Trustee,1392919471,"""6917529401376573421""",,Legendary,Scout Rifle,deepstonecrypt,Energy,Solar,1310,,Handling,3,Vault,true,false,4,12,,59,67,45,42,0,0,53,260,38,19,53,0,0,0,,Rapid-Fire Frame*,Fluted Barrel*,Hammer-Forged Rifling,Appended Mag*,Extended Mag,Outlaw*,Redirection*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
A Fine Memorial,3325778512,"""6917529407021738859""",,Legendary,Machine Gun,moon,Power,Arc,1310,,Stability,1,Vault,true,false,4,14,,72,61,41,60,0,0,40,450,63,55,42,0,0,0,,Adaptive Frame*,Corkscrew Rifling,Full Bore*,High-Caliber Rounds,Flared Magwell*,Clown Cartridge*,Snapshot Sights*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
